Id,DienTich,ViTri,SoPhongNgu,SoWC,SoTang,Gia,KinhDo,ViDo,Image
5100,217,Tây Hồ,5,3,4,208793,105.835125,21.017147,anh59.jpg
5101,101,Hai Bà Trưng,2,2,3,90687,105.857476,21.043435,anh66.jpg
5102,41,Hai Bà Trưng,4,2,4,35240,105.838796,21.01633,anh97.jpg
5103,192,Đống Đa,2,2,4,200842,105.789962,21.042897,anh85.jpg
5104,318,Thanh Xuân,2,2,3,278844,105.782225,20.983515,anh50.jpg
5105,233,Long Biên,2,2,4,274215,105.929209,20.983116,anh89.jpg
5106,42,Thanh Xuân,4,4,2,49797,105.816288,21.029636,anh36.jpg
5107,313,Hai Bà Trưng,5,1,5,278935,105.774733,20.994209,anh24.jpg
5108,208,Hai Bà Trưng,5,3,2,191636,105.862734,21.03614,anh94.jpg
5109,227,Tây Hồ,5,2,1,222824,105.904805,21.02014,anh56.jpg
5110,118,Thanh Xuân,5,4,2,123061,105.876285,20.996237,anh35.jpg
5111,74,Cầu Giấy,6,1,5,79619,105.795682,20.985975,anh34.jpg
5112,356,Long Biên,5,2,1,299886,105.772812,21.042913,anh49.jpg
5113,217,Hoàn Kiếm,5,2,3,239315,105.888434,20.99192,anh34.jpg
5114,108,Tây Hồ,4,2,5,105922,105.897545,21.030683,anh86.jpg
5115,383,Hoàn Kiếm,5,2,5,440186,105.901294,20.987962,anh24.jpg
5116,371,Thanh Xuân,5,4,4,413325,105.949038,21.027892,anh69.jpg
5117,396,Thanh Xuân,5,1,2,366517,105.838451,20.980016,anh75.jpg
5118,162,Hai Bà Trưng,5,1,5,151937,105.815428,20.993893,anh62.jpg
5119,246,Long Biên,2,3,2,219016,105.886792,21.042195,anh92.jpg
5120,305,Tây Hồ,5,1,3,266233,105.903484,20.987734,anh4.jpg
5121,193,Tây Hồ,2,3,4,208447,105.844554,21.029041,anh68.jpg
5122,276,Long Biên,2,2,5,318677,105.931164,21.03866,anh86.jpg
5123,339,Cầu Giấy,4,1,3,287265,105.760454,21.001022,anh5.jpg
5124,370,Hoàn Kiếm,2,3,3,397031,105.929072,21.024898,anh62.jpg
5125,331,Hai Bà Trưng,1,4,5,301360,105.928808,21.015451,anh10.jpg
5126,322,Thanh Xuân,1,1,5,304163,105.851221,21.007623,anh66.jpg
5127,127,Thanh Xuân,1,4,4,129514,105.776011,21.024243,anh96.jpg
5128,365,Cầu Giấy,4,2,1,339769,105.795115,21.02362,anh61.jpg
5129,187,Hoàn Kiếm,1,1,5,170759,105.893357,21.045819,anh36.jpg
5130,67,Ba Đình,6,4,1,61604,105.845147,21.004869,anh86.jpg
5131,348,Long Biên,5,3,5,301583,105.928058,21.049927,anh74.jpg
5132,38,Hai Bà Trưng,6,4,4,34093,105.87525,21.042279,anh2.jpg
5133,256,Thanh Xuân,1,4,5,279220,105.885862,20.987721,anh9.jpg
5134,310,Thanh Xuân,4,4,4,321634,105.765999,20.999489,anh10.jpg
5135,116,Đống Đa,4,2,2,109280,105.766441,20.982269,anh89.jpg
5136,233,Đống Đa,3,1,3,247385,105.795007,21.029405,anh20.jpg
5137,346,Cầu Giấy,4,1,3,358108,105.939731,21.044622,anh7.jpg
5138,116,Long Biên,3,3,5,107732,105.865167,21.028359,anh88.jpg
5139,51,Hoàn Kiếm,2,1,5,59803,105.916192,20.991552,anh69.jpg
5140,328,Cầu Giấy,2,4,3,355458,105.871527,20.994716,anh76.jpg
5141,214,Hoàn Kiếm,5,2,4,189815,105.759994,21.018268,anh91.jpg
5142,390,Hai Bà Trưng,1,3,5,372435,105.826342,21.016067,anh54.jpg
5143,246,Long Biên,4,2,3,251376,105.848395,20.992895,anh31.jpg
5144,89,Đống Đa,2,3,4,102555,105.923317,21.04307,anh67.jpg
5145,384,Hai Bà Trưng,1,4,5,449273,105.761988,21.016883,anh4.jpg
5146,111,Thanh Xuân,5,1,2,106407,105.768678,20.986679,anh13.jpg
5147,87,Hoàn Kiếm,2,3,1,73636,105.823268,20.985344,anh47.jpg
5148,285,Tây Hồ,1,4,4,306455,105.835082,20.992302,anh18.jpg
5149,166,Long Biên,5,1,2,172256,105.80767,21.001169,anh54.jpg
5150,101,Hoàn Kiếm,1,2,5,101128,105.857977,21.039564,anh85.jpg
5151,308,Hai Bà Trưng,3,1,5,359144,105.896372,21.045193,anh54.jpg
5152,36,Thanh Xuân,6,2,1,29649,105.916684,20.986276,anh42.jpg
5153,221,Hai Bà Trưng,4,4,2,204706,105.885748,21.041511,anh6.jpg
5154,384,Tây Hồ,5,1,5,442169,105.760645,21.049787,anh17.jpg
5155,314,Hoàn Kiếm,5,2,1,336315,105.841538,21.046801,anh63.jpg
5156,90,Ba Đình,2,3,5,103237,105.813032,20.996921,anh69.jpg
5157,303,Thanh Xuân,5,4,5,287728,105.754721,20.993672,anh78.jpg
5158,301,Hai Bà Trưng,2,2,2,329083,105.788553,20.987954,anh81.jpg
5159,268,Đống Đa,2,3,2,320151,105.789117,21.048296,anh1.jpg
5160,125,Ba Đình,6,2,3,110765,105.768343,21.037128,anh56.jpg
5161,290,Hoàn Kiếm,3,3,5,312106,105.796807,21.045367,anh13.jpg
5162,347,Cầu Giấy,3,3,1,381945,105.774532,21.001844,anh72.jpg
5163,137,Đống Đa,1,3,3,157459,105.78275,21.015818,anh27.jpg
5164,238,Ba Đình,2,4,5,276800,105.76486,21.031655,anh39.jpg
5165,396,Long Biên,3,4,3,352114,105.906338,21.014782,anh64.jpg
5166,237,Ba Đình,2,3,5,260448,105.876083,20.985211,anh21.jpg
5167,386,Cầu Giấy,3,3,1,392686,105.779055,21.041271,anh62.jpg
5168,318,Cầu Giấy,5,1,3,292880,105.818914,20.998004,anh65.jpg
5169,375,Đống Đa,3,2,4,395535,105.834962,21.034956,anh24.jpg
5170,332,Ba Đình,3,2,3,272485,105.888307,21.006854,anh55.jpg
5171,215,Long Biên,3,4,5,197819,105.788983,21.021028,anh73.jpg
5172,353,Long Biên,4,3,5,294759,105.94264,21.037932,anh24.jpg
5173,309,Đống Đa,4,1,3,252202,105.86617,20.985551,anh17.jpg
5174,152,Đống Đa,1,2,4,159355,105.868781,21.02694,anh33.jpg
5175,192,Hoàn Kiếm,2,1,4,176854,105.840998,21.032311,anh77.jpg
5176,391,Hoàn Kiếm,4,3,5,381472,105.815508,20.997794,anh16.jpg
5177,392,Thanh Xuân,3,4,3,375012,105.810591,21.007752,anh80.jpg
5178,122,Long Biên,5,1,5,144305,105.941858,21.020103,anh44.jpg
5179,299,Tây Hồ,1,3,1,286090,105.794414,21.029664,anh73.jpg
5180,335,Thanh Xuân,1,1,4,349081,105.903998,21.020239,anh24.jpg
5181,288,Đống Đa,3,2,4,313432,105.795262,20.988927,anh55.jpg
5182,188,Cầu Giấy,1,3,4,171683,105.909773,21.024072,anh96.jpg
5183,349,Đống Đa,1,3,5,296565,105.916339,21.01721,anh83.jpg
5184,343,Đống Đa,6,1,5,395299,105.793225,21.035008,anh7.jpg
5185,144,Hoàn Kiếm,5,4,2,170810,105.932462,20.980117,anh17.jpg
5186,319,Ba Đình,6,1,4,280183,105.891472,21.005246,anh73.jpg
5187,391,Long Biên,2,1,2,420742,105.925962,21.047315,anh94.jpg
5188,253,Hai Bà Trưng,4,2,5,208461,105.844871,21.041313,anh64.jpg
5189,383,Thanh Xuân,3,1,4,358301,105.882437,21.012829,anh35.jpg
5190,339,Cầu Giấy,5,4,2,325194,105.803073,21.004632,anh74.jpg
5191,135,Hai Bà Trưng,5,3,1,138212,105.820175,21.009517,anh19.jpg
5192,200,Long Biên,4,4,5,182683,105.85867,21.013292,anh52.jpg
5193,66,Tây Hồ,3,3,3,64495,105.901269,20.990531,anh26.jpg
5194,349,Long Biên,1,3,5,329781,105.787336,20.98347,anh15.jpg
5195,277,Thanh Xuân,2,3,3,315409,105.753072,20.991681,anh100.jpg
5196,304,Long Biên,1,2,4,281692,105.842181,21.039339,anh99.jpg
5197,198,Long Biên,6,1,5,177341,105.785811,20.981115,anh24.jpg
5198,70,Hoàn Kiếm,3,4,3,78163,105.761066,20.989255,anh60.jpg
5199,264,Tây Hồ,5,2,1,291452,105.83568,21.008322,anh97.jpg
5200,289,Long Biên,4,4,1,343833,105.84834,20.994634,anh8.jpg
5201,306,Ba Đình,4,3,5,283950,105.7632,20.995953,anh35.jpg
5202,181,Cầu Giấy,5,4,3,176112,105.888379,20.980865,anh5.jpg
5203,298,Hai Bà Trưng,6,4,3,328160,105.869474,21.004782,anh69.jpg
5204,116,Cầu Giấy,3,3,1,108098,105.786975,21.043416,anh41.jpg
5205,229,Ba Đình,3,2,2,198637,105.859428,21.015428,anh89.jpg
5206,109,Hoàn Kiếm,3,3,1,96722,105.792143,21.046977,anh93.jpg
5207,190,Tây Hồ,3,1,2,177778,105.92053,20.980741,anh4.jpg
5208,146,Đống Đa,1,1,3,148079,105.948106,21.004358,anh66.jpg
5209,319,Cầu Giấy,1,2,5,282058,105.84023,20.982783,anh47.jpg
5210,93,Long Biên,6,3,1,89310,105.898619,21.016106,anh94.jpg
5211,334,Thanh Xuân,2,4,2,325972,105.852784,21.033483,anh96.jpg
5212,156,Đống Đa,6,1,2,185351,105.793619,21.006014,anh76.jpg
5213,359,Đống Đa,5,3,2,377831,105.93473,20.990173,anh24.jpg
5214,253,Tây Hồ,1,3,5,255151,105.844709,20.982184,anh69.jpg
5215,142,Long Biên,1,3,4,126245,105.824877,21.006082,anh36.jpg
5216,301,Đống Đa,6,1,1,254500,105.835976,21.028905,anh42.jpg
5217,40,Thanh Xuân,6,4,1,34441,105.781827,20.982109,anh11.jpg
5218,56,Cầu Giấy,5,4,5,55045,105.855056,21.037426,anh2.jpg
5219,177,Hoàn Kiếm,2,4,2,177795,105.785329,21.000732,anh89.jpg
5220,356,Đống Đa,3,1,1,396830,105.903235,21.048875,anh50.jpg
5221,282,Long Biên,5,3,2,326171,105.858889,21.031986,anh40.jpg
5222,339,Hai Bà Trưng,6,3,1,276161,105.925171,21.024482,anh15.jpg
5223,306,Cầu Giấy,3,3,5,299516,105.873971,20.980222,anh49.jpg
5224,339,Tây Hồ,1,1,5,280107,105.864155,21.046131,anh73.jpg
5225,127,Thanh Xuân,4,1,4,116347,105.884851,21.018949,anh64.jpg
5226,72,Cầu Giấy,5,4,1,65275,105.79333,21.042952,anh45.jpg
5227,94,Long Biên,2,1,5,75661,105.916832,21.049646,anh6.jpg
5228,360,Hoàn Kiếm,6,2,1,420783,105.869394,21.040628,anh16.jpg
5229,33,Cầu Giấy,4,4,2,27601,105.851275,20.989671,anh98.jpg
5230,342,Thanh Xuân,5,1,4,281609,105.892479,20.983239,anh7.jpg
5231,136,Ba Đình,2,4,4,145977,105.793227,21.037378,anh59.jpg
5232,183,Hai Bà Trưng,1,2,5,213794,105.854351,21.043335,anh17.jpg
5233,365,Đống Đa,4,2,4,368678,105.91573,21.025947,anh87.jpg
5234,156,Long Biên,3,3,4,155897,105.776991,21.046271,anh19.jpg
5235,81,Cầu Giấy,5,2,2,69933,105.90873,20.995037,anh28.jpg
5236,115,Long Biên,2,3,1,94674,105.779628,20.980292,anh19.jpg
5237,81,Cầu Giấy,2,1,2,75796,105.75758,21.031179,anh90.jpg
5238,362,Thanh Xuân,4,3,3,382313,105.890024,21.028737,anh9.jpg
5239,156,Tây Hồ,3,3,4,173766,105.771422,20.988296,anh86.jpg
5240,87,Cầu Giấy,5,3,5,77349,105.792168,20.986571,anh29.jpg
5241,51,Thanh Xuân,5,2,5,57609,105.910238,21.028333,anh21.jpg
5242,116,Cầu Giấy,4,2,4,134303,105.922202,21.028623,anh85.jpg
5243,179,Ba Đình,5,2,5,198466,105.881351,21.027438,anh38.jpg
5244,167,Tây Hồ,2,3,2,135746,105.924919,21.039388,anh77.jpg
5245,360,Hai Bà Trưng,1,4,5,388523,105.821695,21.003562,anh8.jpg
5246,163,Cầu Giấy,5,2,3,174945,105.858662,21.0139,anh92.jpg
5247,380,Đống Đa,4,2,2,382257,105.785474,21.002018,anh84.jpg
5248,182,Hoàn Kiếm,2,2,2,166620,105.78993,20.996836,anh100.jpg
5249,274,Thanh Xuân,4,4,1,282475,105.945393,21.008851,anh63.jpg
5250,39,Đống Đa,6,3,2,38517,105.811443,21.014188,anh52.jpg
5251,264,Tây Hồ,3,1,2,265699,105.809615,20.999437,anh51.jpg
5252,335,Hai Bà Trưng,2,1,2,269962,105.838072,20.993562,anh35.jpg
5253,176,Hoàn Kiếm,5,2,5,179272,105.929314,21.01651,anh59.jpg
5254,374,Long Biên,2,4,3,426670,105.918089,21.019378,anh63.jpg
5255,237,Thanh Xuân,1,2,2,276048,105.753146,21.037377,anh21.jpg
5256,279,Thanh Xuân,3,3,2,329659,105.837028,20.995342,anh41.jpg
5257,122,Cầu Giấy,6,4,4,111007,105.805491,21.037822,anh20.jpg
5258,75,Cầu Giấy,4,3,4,66018,105.868011,20.989036,anh53.jpg
5259,289,Long Biên,3,4,2,249828,105.864653,21.000731,anh76.jpg
5260,238,Hoàn Kiếm,6,2,2,240090,105.899867,21.022809,anh6.jpg
5261,275,Tây Hồ,2,3,5,304126,105.804356,21.027327,anh85.jpg
5262,329,Thanh Xuân,2,2,2,279537,105.761079,21.039265,anh18.jpg
5263,141,Hoàn Kiếm,1,4,1,136703,105.878455,20.988915,anh8.jpg
5264,309,Đống Đa,6,1,5,337716,105.898734,20.986453,anh36.jpg
5265,191,Cầu Giấy,6,2,3,207938,105.830329,20.995392,anh49.jpg
5266,151,Long Biên,1,2,1,122075,105.917865,21.047825,anh45.jpg
5267,310,Long Biên,5,1,3,309302,105.928843,21.028137,anh21.jpg
5268,220,Đống Đa,4,2,1,181200,105.935639,21.004211,anh95.jpg
5269,295,Hoàn Kiếm,6,2,1,243233,105.763884,21.041215,anh4.jpg
5270,165,Thanh Xuân,5,3,2,187710,105.891883,20.981749,anh41.jpg
5271,40,Hai Bà Trưng,2,4,5,37956,105.917234,21.045305,anh81.jpg
5272,202,Hoàn Kiếm,1,2,1,172637,105.949494,21.000502,anh3.jpg
5273,140,Long Biên,4,1,1,136949,105.934663,21.007247,anh27.jpg
5274,361,Hai Bà Trưng,1,3,5,353716,105.855564,21.000726,anh85.jpg
5275,316,Long Biên,1,2,4,271998,105.868321,21.044942,anh8.jpg
5276,378,Hoàn Kiếm,5,4,2,348008,105.772189,21.022459,anh27.jpg
5277,214,Ba Đình,1,2,5,241317,105.908437,21.000275,anh88.jpg
5278,160,Long Biên,1,4,3,187252,105.885475,20.981854,anh1.jpg
5279,173,Tây Hồ,3,3,2,190779,105.932851,21.022854,anh67.jpg
5280,180,Thanh Xuân,2,3,4,181644,105.887913,21.038791,anh87.jpg
5281,79,Cầu Giấy,6,4,4,71665,105.824883,21.015262,anh46.jpg
5282,210,Cầu Giấy,2,3,2,216974,105.865394,20.983628,anh92.jpg
5283,346,Long Biên,2,4,2,350564,105.916295,21.024249,anh82.jpg
5284,41,Đống Đa,3,1,5,41195,105.817796,21.026514,anh29.jpg
5285,206,Thanh Xuân,2,3,3,181799,105.83173,20.997151,anh61.jpg
5286,349,Hoàn Kiếm,3,2,4,357075,105.864434,21.045229,anh90.jpg
5287,297,Ba Đình,6,4,4,287525,105.932073,21.007059,anh68.jpg
5288,364,Hoàn Kiếm,2,4,2,312823,105.887853,21.008922,anh37.jpg
5289,132,Long Biên,2,3,3,122850,105.88807,20.984476,anh82.jpg
5290,298,Tây Hồ,4,4,4,270012,105.785512,21.022152,anh41.jpg
5291,133,Thanh Xuân,4,1,2,108976,105.910817,21.019798,anh27.jpg
5292,377,Tây Hồ,5,3,2,344532,105.926849,21.002314,anh45.jpg
5293,373,Hoàn Kiếm,4,4,2,302854,105.754308,20.994744,anh23.jpg
5294,164,Tây Hồ,3,4,3,136197,105.877889,21.003766,anh3.jpg
5295,255,Cầu Giấy,3,1,2,295293,105.797031,20.998972,anh70.jpg
5296,365,Long Biên,2,3,1,363177,105.811747,21.025763,anh49.jpg
5297,321,Đống Đa,1,4,4,341203,105.938765,21.028105,anh85.jpg
5298,176,Thanh Xuân,5,2,1,144068,105.826185,21.028089,anh94.jpg
5299,150,Long Biên,3,4,1,138288,105.894824,21.012741,anh10.jpg
5300,121,Ba Đình,4,3,5,105730,105.778249,21.010576,anh55.jpg
5301,375,Đống Đa,4,3,5,308661,105.812797,21.033157,anh5.jpg
5302,99,Thanh Xuân,3,2,3,80968,105.910029,21.014214,anh28.jpg
5303,265,Cầu Giấy,1,2,3,317237,105.914886,21.025049,anh16.jpg
5304,156,Thanh Xuân,6,2,3,156256,105.938004,21.032625,anh37.jpg
5305,142,Tây Hồ,5,4,3,123755,105.93641,21.046995,anh23.jpg
5306,366,Tây Hồ,6,1,1,402370,105.863162,20.993867,anh21.jpg
5307,308,Đống Đa,1,3,3,317116,105.789792,20.997716,anh98.jpg
5308,60,Đống Đa,3,1,2,71417,105.913724,21.009474,anh64.jpg
5309,374,Thanh Xuân,4,4,3,376712,105.906899,20.994074,anh90.jpg
5310,112,Long Biên,5,2,4,98679,105.930034,20.981668,anh51.jpg
5311,368,Đống Đa,3,3,4,308051,105.865392,21.029108,anh35.jpg
5312,207,Đống Đa,6,2,4,199162,105.792643,21.018088,anh60.jpg
5313,127,Thanh Xuân,3,1,1,108609,105.849061,21.019204,anh33.jpg
5314,373,Hai Bà Trưng,4,1,2,427401,105.831442,21.010829,anh52.jpg
5315,183,Thanh Xuân,5,1,5,216667,105.924202,20.998485,anh5.jpg
5316,154,Đống Đa,1,4,4,177281,105.888253,21.015456,anh44.jpg
5317,227,Ba Đình,5,3,1,205969,105.798143,21.036616,anh90.jpg
5318,79,Hai Bà Trưng,3,4,4,83886,105.910458,21.027146,anh11.jpg
5319,217,Tây Hồ,6,3,1,242742,105.885046,20.981967,anh93.jpg
5320,176,Hoàn Kiếm,4,2,4,159093,105.835138,21.005384,anh33.jpg
5321,284,Long Biên,4,1,1,236685,105.936387,20.981495,anh84.jpg
5322,289,Tây Hồ,3,1,1,286752,105.84512,21.020763,anh64.jpg
5323,98,Ba Đình,1,4,3,109006,105.802569,21.007981,anh35.jpg
5324,155,Tây Hồ,2,3,2,133192,105.780267,21.017425,anh9.jpg
5325,126,Đống Đa,5,2,2,147402,105.810779,20.980142,anh90.jpg
5326,270,Tây Hồ,3,2,4,224686,105.888235,21.036558,anh66.jpg
5327,321,Ba Đình,3,1,5,341480,105.905425,20.981239,anh40.jpg
5328,233,Thanh Xuân,2,2,1,235603,105.769848,20.988792,anh16.jpg
5329,248,Đống Đa,5,4,2,251080,105.903249,20.990526,anh61.jpg
5330,235,Ba Đình,3,2,3,211929,105.820213,20.999195,anh17.jpg
5331,50,Đống Đa,4,3,1,47757,105.855499,21.035413,anh28.jpg
5332,134,Hai Bà Trưng,6,4,2,146334,105.798624,20.997194,anh21.jpg
5333,228,Hai Bà Trưng,4,1,4,230633,105.786008,20.981071,anh38.jpg
5334,166,Ba Đình,2,2,4,174820,105.841912,21.037708,anh35.jpg
5335,387,Hoàn Kiếm,2,4,3,368306,105.841822,21.023393,anh45.jpg
5336,67,Hoàn Kiếm,2,3,5,63380,105.923624,21.004332,anh5.jpg
5337,312,Ba Đình,5,1,4,285371,105.934916,21.015547,anh21.jpg
5338,224,Hai Bà Trưng,6,2,3,263889,105.774476,20.983429,anh68.jpg
5339,218,Hai Bà Trưng,4,1,4,238431,105.841027,21.023214,anh22.jpg
5340,392,Thanh Xuân,4,2,2,324015,105.926496,21.008664,anh91.jpg
5341,72,Đống Đa,2,2,5,74992,105.939587,21.008916,anh49.jpg
5342,368,Tây Hồ,2,2,4,438371,105.873303,20.994389,anh35.jpg
5343,143,Cầu Giấy,4,3,2,162492,105.755906,21.001776,anh5.jpg
5344,239,Long Biên,6,3,3,241180,105.905375,21.031808,anh21.jpg
5345,48,Tây Hồ,2,4,3,53931,105.948776,21.036539,anh22.jpg
5346,384,Cầu Giấy,3,3,2,386308,105.807882,20.99214,anh2.jpg
5347,378,Tây Hồ,2,3,1,442561,105.893695,21.025479,anh87.jpg
5348,198,Ba Đình,3,4,2,177757,105.883384,21.009903,anh34.jpg
5349,172,Long Biên,6,2,5,161178,105.784397,21.033143,anh34.jpg
5350,83,Đống Đa,4,1,3,93928,105.817803,21.026225,anh88.jpg
5351,203,Đống Đa,3,1,1,206403,105.771849,21.049008,anh29.jpg
5352,321,Ba Đình,1,1,5,270985,105.759863,20.989835,anh7.jpg
5353,291,Hai Bà Trưng,4,3,4,320520,105.798935,21.002771,anh7.jpg
5354,159,Đống Đa,1,1,3,189425,105.86613,21.04522,anh20.jpg
5355,73,Ba Đình,6,4,4,59920,105.816329,21.027017,anh78.jpg
5356,266,Hai Bà Trưng,2,2,4,252719,105.763418,21.006331,anh67.jpg
5357,203,Ba Đình,5,3,5,220073,105.800356,21.046985,anh95.jpg
5358,337,Long Biên,5,1,4,387934,105.860929,21.036166,anh13.jpg
5359,111,Ba Đình,6,4,2,96333,105.848865,21.014089,anh48.jpg
5360,325,Hoàn Kiếm,4,4,2,272580,105.753086,21.016944,anh54.jpg
5361,167,Ba Đình,5,3,2,138764,105.817706,20.986892,anh33.jpg
5362,112,Long Biên,1,3,4,128882,105.868951,21.044945,anh54.jpg
5363,383,Hai Bà Trưng,3,1,2,377464,105.889493,20.986814,anh65.jpg
5364,277,Ba Đình,6,1,4,315200,105.799061,21.03313,anh87.jpg
5365,50,Cầu Giấy,1,3,1,40342,105.838504,21.005594,anh57.jpg
5366,207,Tây Hồ,5,2,4,215644,105.91713,21.041149,anh18.jpg
5367,354,Hoàn Kiếm,1,3,1,308392,105.82477,21.044258,anh26.jpg
5368,103,Long Biên,1,1,5,107486,105.93819,21.045618,anh28.jpg
5369,203,Hoàn Kiếm,3,1,4,186355,105.87856,21.03134,anh95.jpg
5370,156,Long Biên,5,2,5,171985,105.827109,21.021034,anh56.jpg
5371,55,Long Biên,6,4,3,52983,105.857537,21.03221,anh80.jpg
5372,181,Ba Đình,6,3,5,192512,105.830918,21.024963,anh65.jpg
5373,308,Ba Đình,4,1,1,344494,105.803909,21.015569,anh80.jpg
5374,31,Thanh Xuân,3,1,2,34228,105.756991,20.994874,anh55.jpg
5375,308,Thanh Xuân,2,1,1,260872,105.891501,21.006657,anh93.jpg
5376,126,Tây Hồ,1,3,3,148135,105.836742,21.045111,anh85.jpg
5377,347,Hoàn Kiếm,5,3,1,408087,105.825234,20.988884,anh96.jpg
5378,316,Ba Đình,4,4,1,343844,105.856014,21.000205,anh51.jpg
5379,44,Hoàn Kiếm,4,1,5,48367,105.84747,21.010456,anh74.jpg
5380,168,Long Biên,3,2,1,154780,105.810568,20.990231,anh8.jpg
5381,346,Hai Bà Trưng,4,4,4,374299,105.906041,21.003938,anh18.jpg
5382,276,Long Biên,1,3,5,253724,105.882124,21.025386,anh65.jpg
5383,283,Tây Hồ,6,4,5,235617,105.897237,21.045851,anh8.jpg
5384,139,Đống Đa,5,3,5,166392,105.945497,21.002897,anh46.jpg
5385,135,Thanh Xuân,1,4,2,112399,105.819186,21.04122,anh12.jpg
5386,175,Ba Đình,2,4,5,154425,105.870992,21.030451,anh44.jpg
5387,376,Cầu Giấy,3,1,4,390991,105.839625,21.011275,anh100.jpg
5388,273,Cầu Giấy,6,2,3,295084,105.941593,21.042586,anh100.jpg
5389,49,Đống Đa,3,1,1,45309,105.762192,21.041544,anh11.jpg
5390,276,Tây Hồ,6,4,5,257229,105.868468,20.997304,anh49.jpg
5391,49,Hai Bà Trưng,2,1,3,48947,105.774532,21.003528,anh74.jpg
5392,291,Hoàn Kiếm,1,4,5,345665,105.880149,20.987701,anh90.jpg
5393,230,Thanh Xuân,6,3,4,235819,105.764873,21.010916,anh20.jpg
5394,92,Hoàn Kiếm,4,2,1,106132,105.889579,21.027587,anh64.jpg
5395,167,Tây Hồ,5,4,1,194540,105.780683,21.012456,anh66.jpg
5396,297,Đống Đa,2,3,5,323747,105.824514,21.049905,anh62.jpg
5397,339,Đống Đa,4,4,3,300025,105.771991,21.001109,anh28.jpg
5398,292,Thanh Xuân,5,2,2,304597,105.775795,20.986484,anh53.jpg
5399,63,Ba Đình,3,1,5,61905,105.886238,20.99317,anh58.jpg
5400,399,Ba Đình,1,4,4,366494,105.856917,21.042798,anh39.jpg
5401,68,Hai Bà Trưng,3,3,5,64806,105.839873,21.043411,anh3.jpg
5402,309,Cầu Giấy,5,2,3,315451,105.859818,21.010908,anh5.jpg
5403,62,Cầu Giấy,1,2,3,51100,105.842878,20.986832,anh2.jpg
5404,73,Hoàn Kiếm,5,3,2,81923,105.912658,20.980207,anh71.jpg
5405,362,Thanh Xuân,6,2,4,418250,105.8841,21.039812,anh67.jpg
5406,221,Tây Hồ,6,2,5,255237,105.945153,20.98035,anh9.jpg
5407,56,Ba Đình,2,4,1,44837,105.811911,20.995494,anh59.jpg
5408,81,Tây Hồ,5,4,3,69293,105.839572,21.018795,anh90.jpg
5409,172,Tây Hồ,4,3,3,138154,105.767022,21.018605,anh54.jpg
5410,191,Ba Đình,4,1,3,164428,105.915976,21.004007,anh37.jpg
5411,170,Ba Đình,5,4,4,181316,105.879553,21.011281,anh6.jpg
5412,400,Thanh Xuân,5,3,5,467758,105.835039,21.014264,anh77.jpg
5413,222,Thanh Xuân,5,2,1,242228,105.776803,21.012575,anh64.jpg
5414,164,Cầu Giấy,5,2,1,149361,105.903217,21.030602,anh60.jpg
5415,237,Đống Đa,5,1,4,253227,105.924466,20.98875,anh55.jpg
5416,171,Ba Đình,2,2,4,194536,105.827892,21.032768,anh3.jpg
5417,333,Thanh Xuân,6,4,5,317898,105.835952,21.000182,anh14.jpg
5418,376,Tây Hồ,1,2,4,421972,105.911052,21.032808,anh48.jpg
5419,184,Đống Đa,1,4,5,156875,105.775246,20.994336,anh19.jpg
5420,112,Tây Hồ,6,3,1,103916,105.82831,21.018896,anh31.jpg
5421,174,Cầu Giấy,5,2,5,193235,105.777661,21.030089,anh78.jpg
5422,125,Đống Đa,1,2,5,134825,105.933436,20.985452,anh62.jpg
5423,39,Thanh Xuân,4,3,1,37742,105.881336,20.999877,anh69.jpg
5424,187,Cầu Giấy,5,4,3,171674,105.798578,21.02059,anh66.jpg
5425,184,Long Biên,6,2,4,183704,105.812168,21.02736,anh43.jpg
5426,106,Hai Bà Trưng,4,4,4,112564,105.789464,21.013366,anh58.jpg
5427,220,Hoàn Kiếm,3,3,4,186115,105.75341,21.00947,anh79.jpg
5428,338,Long Biên,1,1,3,381307,105.901333,20.982415,anh87.jpg
5429,345,Tây Hồ,4,1,5,317741,105.83976,21.035384,anh8.jpg
5430,237,Đống Đa,1,2,5,253432,105.806693,21.015132,anh70.jpg
5431,71,Thanh Xuân,6,4,1,72200,105.781016,21.031073,anh69.jpg
5432,337,Cầu Giấy,1,2,5,393657,105.836895,21.002086,anh100.jpg
5433,108,Long Biên,6,1,1,96815,105.806495,20.998335,anh96.jpg
5434,219,Hoàn Kiếm,5,1,2,234021,105.802085,21.017326,anh32.jpg
5435,251,Long Biên,1,4,4,246959,105.945708,20.98331,anh12.jpg
5436,59,Tây Hồ,3,1,5,66285,105.836084,20.985534,anh76.jpg
5437,216,Tây Hồ,6,3,3,217155,105.767052,21.045303,anh82.jpg
5438,71,Cầu Giấy,2,2,2,79492,105.835689,21.021582,anh41.jpg
5439,150,Đống Đa,2,4,2,160010,105.86655,21.009801,anh4.jpg
5440,315,Hoàn Kiếm,5,4,2,369132,105.945327,21.041997,anh22.jpg
5441,237,Cầu Giấy,4,2,1,248444,105.924713,21.03293,anh93.jpg
5442,382,Long Biên,5,2,2,380727,105.760318,21.000422,anh13.jpg
5443,106,Thanh Xuân,4,3,1,84811,105.778206,21.002604,anh70.jpg
5444,366,Cầu Giấy,5,4,3,353492,105.811926,20.986342,anh7.jpg
